date,Quantalpha,alpha158,alpha360
2023-10-27,1.5172539179928015,0.13947425593427032,0.16687672489704153
2023-10-30,1.4710358125709737,0.1281954633350184,0.14163167869199444
2023-10-31,1.4556200226057587,0.12319791297848903,0.13846795961639513
2023-11-01,1.4085019047708824,0.10133933159148567,0.11764446585598232
2023-11-02,1.4340886273981632,0.10958203236963304,0.1138263948784024
2023-11-03,1.4898714764961012,0.12027394197587893,0.13076266554046967
2023-11-06,1.4497131817740234,0.10031108530933919,0.11360349481019805
2023-11-07,1.4636312015030026,0.08769516259002619,0.11471710982668637
2023-11-08,1.4479547425881916,0.08521893716365625,0.10700506230987505
2023-11-09,1.4388225190097397,0.08574207861645688,0.09913342761982347
2023-11-10,1.3900898657592147,0.06444776266354935,0.0787173363969611
2023-11-13,1.3758018643066436,0.05449560183316837,0.06964982916460305
2023-11-14,1.4187079906123263,0.07802848770594562,0.08925744394806756
2023-11-15,1.4499058001452862,0.08535082863663135,0.09795724210530787
2023-11-16,1.4165641677447565,0.06912051636314276,0.07656188215999249
2023-11-17,1.4364971735875232,0.07620342960032578,0.08844788428290107
2023-11-20,1.4170802460785867,0.06519049172544822,0.08762903054135607
2023-11-21,1.406750785014304,0.05869379568918265,0.07554526795642769
2023-11-22,1.3947679259189627,0.05422397204977436,0.07366857594965714
2023-11-24,1.4009326219975247,0.05750937918897003,0.07898845358100526
2023-11-27,1.3995396348483564,0.058984499046111916,0.07709680393079843
2023-11-28,1.4081321433269136,0.06193651877881101,0.08162836311188859
2023-11-29,1.4472997454460068,0.07346689321574629,0.10151461892245561
2023-11-30,1.4365844383735689,0.06907572879400603,0.09089429790738879
2023-12-01,1.4678796817866835,0.08889385641446701,0.11707485821997232
2023-12-04,1.4989622104144775,0.10093330264665923,0.13789722596267717
2023-12-05,1.4778450062540172,0.08532406502730794,0.11969738072821667
2023-12-06,1.5025992513104436,0.08829034404950842,0.11350053932330217
2023-12-07,1.4886601627955418,0.08131057624281413,0.10771048948736328
2023-12-08,1.4848099048488423,0.07955031441141713,0.11098229218942013
2023-12-11,1.4877457020645362,0.07816193266961768,0.10276025904664965
2023-12-12,1.4645701103731645,0.0646659619194001,0.09076692140131182
2023-12-13,1.4711568824829144,0.07184286945899676,0.11146789320300865
2023-12-14,1.5196804450127872,0.08995046998450995,0.15097817401254043
2023-12-15,1.5108245918159167,0.0801295405875968,0.14373237929873262
2023-12-18,1.4939578632761843,0.07109469327006757,0.1405402413618877
2023-12-19,1.4880499040823372,0.06899228969907578,0.1473620404758258
2023-12-20,1.514767339731427,0.07854668344368787,0.1559987101609468
2023-12-21,1.500417451120574,0.06803213357074123,0.15569326754737722
2023-12-22,1.496361987938692,0.06752625583515393,0.14996597559959923
2023-12-26,1.4893229538057389,0.06814237100029996,0.15112077579537697
2023-12-27,1.4847961491198483,0.06463894943717863,0.15251860280402862
2023-12-28,1.4846843461898742,0.06947480751458124,0.1567150962486079
2023-12-29,1.4953685545802413,0.06682504975760573,0.1460066569218652
2024-01-02,1.540621232792239,0.08458816404122649,0.1513284342405301
2024-01-03,1.5608866200626381,0.08031197735056383,0.13333124677618713
2024-01-04,1.5809601759446976,0.09224823358677026,0.14100684229604799
2024-01-05,1.5818748025342875,0.09722608568150681,0.1371346247435774
2024-01-08,1.5378159228078787,0.08358527110785263,0.12495425289008755
2024-01-09,1.5349449913529392,0.08332859891879218,0.11499772436053712
2024-01-10,1.518355724361283,0.07339681577606938,0.10476389370722505
2024-01-11,1.5179743491061717,0.07095620317513696,0.09891598782096489
2024-01-12,1.5108614484158314,0.06507504915656859,0.08873751658468376
2024-01-16,1.5267324934781459,0.061336289312494685,0.07091502196772659
2024-01-17,1.5428294001086162,0.05884539611433559,0.07126497923884378
2024-01-18,1.5214000007757225,0.040018587222150126,0.059853432675301965
2024-01-19,1.4998290868692226,0.029282586948182088,0.04249515651322966
2024-01-22,1.522241198598226,0.03495588465139754,0.06045135604362417
2024-01-23,1.5075771711777466,0.03087303410702691,0.05801727068634488
2024-01-24,1.4940880862874208,0.026094765836580658,0.04794834143262805
2024-01-25,1.5072363358634546,0.03316430484107813,0.0453923509243328
2024-01-26,1.5098438954085434,0.0362507515985826,0.04267836425397342
2024-01-29,1.4994113508112155,0.027670137898897718,0.048871574889426395
