factor_name,annual_ic,annual_rank_ic,ic_ir,rank_ic_ir
Stability_Weighted_RSQR10_Rank,-0.008586132971190652,-0.005367990130968204,-0.07870464858270003,-0.04465421555418211
Capitulation_Reversal_Rank_Product_60D_20D,-0.012907157735251503,-0.00552699697731309,-0.07362481159975312,-0.027366513936901385
Absorption_Spread_20D,0.0030775141292198093,-0.005604246362716729,0.024481425248099976,-0.04238287429567409
FlowDriven_ShockReversal_CLV_DV_ILLIQ_3_20_40,-0.01210559478223709,-0.006113015891701048,-0.08182244477247463,-0.034261064395635754
Absorption_ActivityMinusImpact_20D,0.0023289816659403132,-0.006180630829150291,0.019122910725256057,-0.048817271681823315
CS_Absorption_Amihud_20D,0.0023289816659403132,-0.006180630829150291,0.019122910725256057,-0.048817271681823315
Shock_Continuation_TrendSync_60_5_10_20,-0.0009384326082040173,-0.00618759267803393,-0.008468183361271538,-0.058059264238313466
Gated_CapitulAbsorb_Reversal_60D20D,-0.0033832454084821565,-0.00659465228724526,-0.03326316531551948,-0.061318354663343844
Overnight_AbsShare_Rank_5D,-0.01296154337906414,-0.006857824267944554,-0.08240956551263359,-0.040881457309739876
MarketNeutral_ResidualStrength_TSsum20,0.0011098825376151724,-0.007035587253118174,0.005084769510060311,-0.032520793443105
Capitulation_Composite_Z_60_20_5,-0.01977674034535328,-0.0070817705080092,-0.12785466281434751,-0.07662861133902633
Exhaustion_Intensity_Ratio_10D,-0.015473551918099513,-0.0077052928268717185,-0.09302462614509321,-0.04146676090248501
RejectionVolAbsorption_Weighted_5_20,-0.00832917036785202,-0.007891058826398107,-0.08051183261711224,-0.06791113722404256
DualSleeve_CompositeSNR_40_10_5_60,-0.004297790104294917,-0.007981162857158199,-0.03443958370889493,-0.056714115958644916
ReversalComposite_RESI5_KLOW5,-0.0035843948001890694,-0.008762910534404922,-0.021557681789189556,-0.050754574543173184
RejectionPlusVolSlopePlusAbsorption_5_20,-0.0057170083961158216,-0.00948588504899527,-0.04773235034134664,-0.07392942312912372
ShockReversal_Range_CLV_ILLIQ_3_20_40,-0.007922866241815922,-0.01019099744120827,-0.07055229588075618,-0.08256184012205799
Ranked_Volatility_Expansion_Reversal,-0.013210094528843818,-0.010924281876000603,-0.09269027639190501,-0.07147446543476398
DualCompression_TrendOnlyIfCoiled_10_60_50_120,-0.004427676720381919,-0.011447250813177429,-0.03831681247155373,-0.09471595777211307
Loser_Stress_Gap_Reversion_60_5_10,-0.0038938305906847455,-0.011946312728400155,-0.0441117612474633,-0.15543237155243872
TrendComposite_R2_10D_CorrRV_20D,-0.0012926911746034483,-0.012195505561204857,-0.010981035623425114,-0.09728925863013994
